,0,1,2,3,4
0,0.866707088672722,0.673290886888395,0.512400018809795,0.308664241889957,0.575382724776044
1,0.27026438564477,0.471852596926117,0.799547465819089,0.598491115915668,0.690434785866323
2,0.845008543294576,0.866302751212091,0.707311695645703,0.980681818181822,0.364254648019394
3,0.465431979946172,0.471852596926117,0.736185008305683,0.826037512670307,0.773811952794295
4,0.383549874907009,0.688909305388834,0.244549120390348,0.64615825787236,0.46377078322568
5,0.734419190530087,0.471852596926117,0.639000487271535,0.853827637786302,0.878409783019874
6,0.0812095411977518,0.0121905182822268,0.0726557716961663,0.29721639218419,0.185252289531818
7,0.816347606784899,0.317972255215315,0.50686870284358,0.564364044648209,0.744075313448914
8,0.627828858518225,0.693954132091392,0.892078301469031,0.631195774636301,0.334687128863824
9,0.598335217607311,0.312241952248767,0.549821130124581,0.982962865777212,0.557009037128262
10,0.809674056500794,0.876036025780194,0.162684819534903,0.772197237861844,0.475622308341485
11,0.549091921708441,0.133430973289266,0.676443754715752,0.810343764890264,0.472634754111272
12,0.609452877132167,0.407290000184881,0.444421624059005,0.61451108391915,0.671579753401973
13,0.686669386062459,0.253826496668235,0.413997537995595,0.827515603577297,0.778053680475492
14,0.938671772182109,0.497316648902892,0.53653237439715,0.839202391625844,0.862768296204649
15,0.0754931556117117,0.933990981565498,0.753941227386263,0.910125358891477,0.19201395079438
16,0.953409090909095,0.4855855469301,0.229623354344892,0.107592125192991,0.548306006438548
17,0.423126835700983,0.191862749000258,0.457141959589012,0.495560981764377,0.8460690458256
18,0.175940779845315,0.383394380267065,0.630640692669516,0.663892109900165,0.508195063963294
19,0.707730245766571,0.151214234057889,0.62276988978882,0.449527466332931,0.574807336457929
20,0.507305693144753,0.793460999394602,0.0306818191313723,0.268211444162319,0.650115798023748
21,0.31118338952577,0.507404169519176,0.341476224001414,0.0695137052856084,0.426009561504999
22,0.176520740607121,0.110721083041202,0.764718104013016,0.102969633054966,0.121430633276916
23,0.172341260002202,0.503383378211707,0.665239042657867,0.359803285224655,0.748965030262437
24,0.831977658099626,0.897816007826044,0.457101285786376,0.782690207790359,0.635588035927724
25,0.626828383415362,0.723416352117873,0.61368459030417,0.884133431087157,0.401657420653978
26,0.346826890769713,0.394365701179038,0.338678260304341,0.683195720222802,0.645819127603219
27,0.332509627687999,0.613053161479352,0.415204912808378,0.284242481540884,0.320984710600458
28,0.473912758207354,0.268970656295165,0.212405803558279,0.11546331401429,0.176848581723351
29,0.327372757810724,0.180897039408507,0.255291291065503,0.338543875576959,0.521406620941112
30,0.390323934511743,0.397246833234708,0.181716637328438,0.277031672493478,0.28177379986548
31,0.559179694549898,0.180625086094769,0.179725532513901,0.186872080247207,0.0193181818181819
32,0.0192197075783739,0.0407380979979004,0.0125,0.0056841273021483,0.0824909604525477
33,0.931175890560917,0.80353410895992,0.444421624059005,0.182047129758825,0.674047628181852
34,0.985274179652311,0.520806552608381,0.364944395886386,0.933862560480732,0.296383194927242
35,0.773544921353689,0.869085065762336,0.714240988639124,0.0587747219862948,0.729241820582211
36,0.806506031204764,0.464366521837764,0.401928098742988,0.149628304147968,0.654204937343304
37,0.644504805221556,0.785619151070949,0.160152062688033,0.482199268060944,0.933649087105905
38,0.402124931704096,0.471852596926117,0.786632590383111,0.846492120054412,0.704116538221201
39,0.967568182812287,0.604475399520722,0.489996859275891,0.324852713421848,0.708227580904003
40,0.816539540291081,0.207207655941453,0.210447456871127,0.730124625451207,0.457812288067127
41,0.379701231623948,0.136277637180558,0.194875477175086,0.077941384075052,0.125564446923296
42,0.607276753268548,0.880799775835632,0.566033860699858,0.927945137919981,0.512753817758309
43,0.678038607265376,0.764771568807072,0.626688218798235,0.721917837065087,0.798948197724913
44,0.769118476806135,0.310042057297298,0.49285841710465,0.411765285394714,0.424283397444873
45,0.272037513855014,0.570380320006408,0.362850191325695,0.123666682836567,0.377080474095017
46,0.22958149114653,0.0079545454545454,0.0686353195487041,0.48932563544054,0.34768327904225
47,0.962010207043495,0.512696939245495,0.595560298711608,0.594072481177934,0.411144063451014
48,0.0276576541509321,0.0374655932102088,0.734374896518357,0.135185186233961,0.338180099589952
49,0.391467504791397,0.890196638982635,0.973863471189248,0.95239169867014,0.951983036587455
50,0.548770977549818,0.989772727272731,0.685446088089488,0.994318181818186,0.79590519683199
51,0.834144498763297,0.340186049436054,0.295842769595177,0.679250678579143,0.544683902196509
52,0.139620714278966,0.105658578672146,0.545368620728664,0.832366522334958,0.444384520501211
53,0.51851044203343,0.61618211638274,0.160458413910481,0.334080751365927,0.231184018808937
54,0.681926301116035,0.442008996451048,0.171598235824266,0.225422349045741,0.677815664157338
55,0.971591670226189,0.567246007204605,0.555243065222576,0.580179138731946,0.682194236121492
56,0.164881005512264,0.192645378167005,0.295843224674709,0.11064833846899,0.193370814760705
57,0.120058852209218,0.480498465817646,0.382559145884537,0.585195167703639,0.517647509275503
58,0.305821180403803,0.554930290494481,0.602127597443245,0.511004382390453,0.481548141952975
59,0.566860515647994,0.457239032828222,0.149898870932405,0.165576084389822,0.299560290069588
60,0.943208889684791,0.143260610652495,0.0471350812879397,0.282793068202256,0.489521088264042
61,0.134366905929209,0.982954545487928,0.4673418765121,0.0325039423979271,0.511095480256797
