Date,AAL,AGO,ALLY,AMD,AMGN,AMKR,APA,ARW,BA,C,CAH,F,GS,JPM,MAR,MS,WF
2017-07-01,48.9554443359375,41.281063079833984,19.932233810424805,13.609999656677246,150.69476318359375,10.2219877243042,44.65220260620117,81.29000091552734,228.46450805664062,58.53940963745117,64.33245849609375,9.164395332336426,205.1512451171875,79.2225341796875,100.29635620117188,40.818145751953125,51.2599983215332
2017-08-01,43.423213958740234,39.01570510864258,20.002389907836914,13.0,153.50990295410156,8.654683113098145,35.23491668701172,79.43000030517578,225.82614135742188,58.18022155761719,56.1722412109375,9.124905586242676,203.70362854003906,78.86865234375,99.70915985107422,39.81050491333008,49.369998931884766
2017-09-01,46.185768127441406,34.73653793334961,21.471593856811523,12.75,162.0911865234375,10.399418830871582,41.54888916015625,80.41000366210938,240.9649658203125,62.49637985229492,55.72259521484375,9.902549743652344,216.68670654296875,82.87760162353516,106.49420928955078,42.14664077758789,46.619998931884766
2017-10-01,45.53417205810547,34.138427734375,23.12665557861328,10.989999771118164,152.32833862304688,11.40485954284668,37.53008270263672,83.58999633789062,244.5385284423828,63.14934539794922,51.90060806274414,10.15073299407959,221.51939392089844,87.3030776977539,115.39933776855469,43.7478141784668,43.900001525878906
2017-11-01,49.10338592529297,33.41149139404297,23.882007598876953,10.890000343322754,152.71083068847656,10.419134140014648,38.17380905151367,80.7300033569336,262.3779602050781,64.8676986694336,49.62838363647461,10.486164093017578,226.2333984375,91.22607421875,122.66248321533203,45.378238677978516,45.31999969482422
2017-12-01,50.711875915527344,31.28653335571289,25.927003860473633,10.279999732971191,152.21421813964844,9.90655517578125,38.52971267700195,80.41000366210938,281.047119140625,64.20610046386719,51.37237548828125,10.461038589477539,233.4692840576172,93.33827209472656,131.43882751464844,46.13439178466797,44.689998626708984
2018-01-01,52.94386672973633,32.875343322753906,26.469377517700195,13.739999771118164,162.84909057617188,9.916413307189941,40.948081970214844,81.33999633789062,337.71209716796875,67.71797180175781,60.643856048583984,9.187956809997559,245.5020751953125,100.95790100097656,142.6817626953125,49.721744537353516,47.31999969482422
2018-02-01,52.87563705444336,31.9423828125,24.91175079345703,12.109999656677246,160.85340881347656,9.90655517578125,31.332822799682617,81.58000183105469,345.18353271484375,65.13799285888672,58.46441650390625,9.105276107788086,240.95651245117188,101.33468627929688,136.7455596923828,49.47101974487305,45.47999954223633
2018-03-01,50.74103927612305,33.43880844116211,24.242074966430664,10.050000190734863,150.34872436523438,9.985414505004883,35.30561065673828,77.0199966430664,314.00970458984375,58.47996139526367,52.948272705078125,9.508622169494629,231.45953369140625,96.48290252685547,131.9877166748047,47.651851654052734,41.369998931884766
2018-04-01,41.92288589477539,33.674285888671875,23.30453872680664,10.880000114440918,153.87635803222656,8.161818504333496,37.57184982299805,74.73999786376953,319.449462890625,59.147056579589844,54.61021041870117,9.645930290222168,219.02549743652344,95.4388427734375,132.6671600341797,45.58539962768555,44.720001220703125
2018-05-01,42.51857376098633,32.93194580078125,23.014877319335938,13.729999542236328,158.40940856933594,8.970115661621094,36.919830322265625,74.12000274658203,337.26263427734375,57.778194427490234,44.32985305786133,10.044953346252441,207.5839080810547,94.36204528808594,131.38589477539062,44.49150466918945,43.189998626708984
2018-06-01,37.156166076660156,33.305213928222656,23.571184158325195,14.989999771118164,164.04898071289062,8.467395782470703,43.150047302246094,75.27999877929688,322.9198303222656,58.2518196105957,41.555503845214844,9.62750244140625,203.4208526611328,91.88414764404297,123.24290466308594,42.060176849365234,43.970001220703125
2018-07-01,38.70271682739258,36.27873611450195,24.01084327697754,18.329999923706055,174.67811584472656,8.556110382080078,42.457794189453125,75.83999633789062,342.9296569824219,62.57805252075195,42.9141960144043,8.731718063354492,218.96994018554688,101.36357116699219,124.45002746582031,44.86418914794922,45.90999984741211
2018-08-01,39.622806549072266,37.975215911865234,24.25142478942871,25.170000076293945,177.57534790039062,8.605395317077637,40.68321228027344,77.52999877929688,329.9266662597656,62.01226043701172,44.83867263793945,8.360593795776367,219.3204345703125,101.58637237548828,123.1163558959961,43.585208892822266,43.900001525878906
