,Date,AAL,AGO,ALLY,AMD,AMGN,AMKR,APA,ARW,C,CAH,F,GS,MAR,MS,WFC
210,2019-03-28,344.71,81.23,140.45,113.83,55.0,167.41,108.5,83.5,64.0,109.0,267.04,87.0,51.5,70.5,54.0
211,2019-03-29,344.07,80.04,140.29,110.14,53.5,167.63,105.5,83.0,63.5,108.0,261.98,84.0,50.0,68.5,53.0
212,2019-04-01,329.28,76.86,140.8,109.95,52.5,167.44,101.0,80.0,61.0,105.0,253.84,82.5,48.0,67.0,51.0
213,2019-04-02,323.85,78.23,139.79,110.93,52.0,168.43,98.5,79.5,60.5,107.5,252.16,82.5,48.0,66.5,51.0
214,2019-04-03,324.72,76.56,137.65,99.22,51.5,157.22,95.0,77.5,58.5,106.0,241.07,80.5,46.5,64.5,49.0
215,2019-04-04,325.25,75.79,137.63,97.82,51.5,154.67,97.0,79.0,59.5,106.5,239.9,81.5,47.0,64.5,49.5
216,2019-04-05,319.91,74.56,133.28,94.69,50.5,145.94,95.5,76.5,57.5,105.5,238.11,80.0,46.5,64.0,49.0
217,2019-04-08,319.58,74.52,136.46,96.75,51.0,151.51,94.0,78.0,59.0,105.0,237.56,80.5,46.5,65.5,50.5
218,2019-04-09,320.01,65.91,135.34,96.75,51.0,154.73,94.5,77.5,59.0,108.0,241.03,80.0,47.0,66.0,50.5
219,2019-04-10,319.92,69.72,134.39,100.22,51.0,154.74,95.0,77.0,58.5,108.0,238.83,80.5,47.5,65.0,50.0
220,2019-04-11,319.15,66.06,131.6,96.12,51.0,151.14,95.0,75.5,57.0,106.5,234.96,80.5,46.5,64.0,49.5
221,2019-04-12,311.61,70.34,130.19,93.83,50.0,148.78,84.5,73.5,55.0,105.5,228.34,77.0,45.0,61.5,47.0
222,2019-04-15,304.6,71.34,129.11,94.35,49.5,149.29,84.5,73.0,54.75,106.0,234.15,77.0,45.0,61.5,46.5
223,2019-04-16,298.81,65.96,128.44,94.09,51.0,149.02,82.0,73.0,54.25,103.5,234.41,77.0,44.5,61.0,46.5
224,2019-04-17,292.1,66.28,128.76,94.42,52.0,145.92,84.0,72.5,55.0,107.0,232.73,76.5,44.5,61.0,47.0
225,2019-04-18,287.17,66.39,127.01,94.54,54.0,146.03,85.0,73.0,55.0,114.0,232.16,75.5,45.0,61.0,47.0
226,2019-04-23,287.22,66.41,126.44,94.55,55.5,149.48,82.0,73.0,55.0,116.0,230.59,76.0,44.5,63.0,47.0
227,2019-04-24,286.98,65.49,123.5,94.64,55.5,140.91,81.5,72.0,54.0,115.5,228.55,74.0,44.0,62.0,46.0
228,2019-04-25,286.45,65.04,122.94,94.17,57.5,140.44,81.5,73.5,58.0,117.0,230.66,77.0,45.5,65.5,49.0
229,2019-04-26,287.49,65.52,114.24,94.66,56.5,140.93,82.5,71.5,56.5,117.0,187.75,74.5,44.5,64.5,48.5
230,2019-04-29,281.26,65.05,116.53,97.6,54.5,140.41,83.5,71.5,56.5,114.5,187.34,76.0,43.5,63.5,48.0
231,2019-04-30,278.33,60.78,114.53,97.95,57.0,140.77,82.5,70.5,56.0,116.0,187.12,75.5,44.0,64.0,48.0
232,2019-05-01,277.93,61.62,115.7,94.36,56.0,137.5,84.0,71.0,56.5,114.0,192.15,75.5,42.5,63.5,47.5
233,2019-05-02,275.61,60.25,116.36,92.14,57.0,134.78,90.0,75.5,59.0,117.0,202.02,77.5,45.0,65.5,49.5
234,2019-05-03,275.58,59.78,115.81,87.49,56.5,135.21,90.5,75.0,57.5,115.5,194.61,72.5,44.5,62.5,49.5
235,2019-05-07,275.82,61.0,116.8,102.14,58.0,148.57,94.5,82.0,59.0,111.0,207.44,78.5,45.5,66.0,52.0
236,2019-05-08,275.25,60.53,119.17,105.06,58.5,151.29,96.0,83.5,60.5,110.0,212.47,75.0,47.5,65.0,52.0
237,2019-05-09,281.47,62.26,121.62,107.86,60.0,162.21,102.0,86.5,62.0,109.5,223.03,77.5,48.0,69.0,54.5
238,2019-05-10,286.58,62.05,122.23,110.78,60.0,164.27,101.5,85.0,60.5,106.0,216.48,79.0,49.0,67.0,53.5
239,2019-05-13,287.21,64.81,122.88,111.42,61.5,167.75,103.0,88.5,62.5,108.0,222.67,78.5,50.5,69.5,55.0
240,2019-05-14,282.96,66.32,117.86,110.5,60.5,183.78,104.0,88.0,60.5,106.0,218.94,76.5,49.0,68.0,51.5
241,2019-05-15,283.35,64.67,121.6,116.29,61.0,189.27,104.5,88.0,60.5,104.5,210.07,76.0,47.5,68.5,51.5
242,2019-05-16,282.5,62.48,126.08,110.1,60.0,188.47,102.0,88.0,59.0,103.0,210.23,74.0,47.0,67.0,50.0
243,2019-05-17,285.2,63.36,125.64,112.78,58.0,194.61,101.5,89.0,57.5,103.0,212.38,68.0,47.0,65.5,49.5
245,2019-05-21,291.43,64.07,125.64,115.63,58.0,197.35,101.5,89.5,58.5,102.0,214.64,68.5,47.5,67.5,50.0
246,2019-05-22,291.08,64.76,124.25,113.95,57.5,210.69,103.5,90.5,60.0,103.0,222.04,69.5,47.5,68.0,51.0
247,2019-05-23,291.68,69.8,128.44,116.53,58.0,216.33,117.0,93.5,63.0,104.5,235.02,70.5,48.0,72.0,54.0
248,2019-05-24,289.92,64.9,124.39,118.83,57.0,229.78,117.5,91.5,60.5,102.5,235.03,70.5,47.5,70.5,51.0
249,2019-05-28,290.42,70.82,124.73,115.03,58.5,235.43,120.5,92.0,63.0,102.0,235.73,73.0,48.5,71.5,52.5
250,2019-05-29,295.98,68.5,128.02,109.6,59.0,243.17,132.5,95.5,68.5,106.5,244.11,79.5,49.5,78.5,54.5
251,2019-05-30,292.17,71.59,131.92,109.2,58.0,247.24,130.5,93.5,68.0,107.0,238.47,78.0,48.5,76.5,57.0
252,2019-05-31,292.84,68.52,137.92,113.0,60.0,259.44,143.5,96.5,71.0,110.5,262.27,81.5,50.0,79.0,60.5
253,2019-06-03,292.48,72.99,136.33,107.35,60.0,259.19,143.0,96.0,71.5,109.0,256.69,80.0,48.5,79.0,59.0
254,2019-06-04,289.3,68.12,126.51,103.22,56.5,247.35,138.5,93.5,66.0,107.0,242.27,77.0,47.0,76.0,54.5
255,2019-06-05,288.16,65.31,128.83,101.8,52.0,245.15,141.5,91.0,63.5,106.0,238.9,75.5,45.0,73.0,52.5
256,2019-06-06,284.55,66.51,128.71,100.36,51.0,240.41,141.0,90.0,63.0,105.0,243.46,73.5,44.5,71.0,51.5
257,2019-06-07,274.43,65.2,125.19,96.85,49.0,230.44,135.5,87.5,61.0,104.0,238.23,71.0,43.0,68.0,49.0
258,2019-06-10,269.05,62.36,120.73,88.84,47.5,215.45,131.5,84.0,60.5,101.0,221.46,70.0,42.5,67.5,49.0
259,2019-06-11,268.46,63.63,118.54,86.69,46.5,205.0,132.5,83.5,59.5,99.5,220.34,68.5,40.5,67.5,49.5
260,2019-06-12,260.89,63.88,117.35,86.66,48.0,204.96,135.0,84.0,61.5,101.0,224.42,70.5,42.0,65.5,49.0
261,2019-06-13,273.81,66.44,117.68,87.01,48.0,205.35,140.5,84.5,62.5,100.0,229.2,70.0,41.5,68.0,51.0
262,2019-06-14,268.35,67.09,117.58,91.73,48.5,226.45,144.0,87.5,62.5,100.0,235.81,71.5,42.5,67.5,51.5
263,2019-06-17,268.11,66.91,116.25,91.23,47.5,231.25,142.5,87.5,63.5,100.5,237.23,70.5,42.0,68.5,52.0
264,2019-06-18,257.85,66.3,114.41,82.71,45.0,205.16,139.0,83.5,59.0,97.5,229.58,65.5,39.5,62.0,47.0
265,2019-06-19,247.17,66.92,113.32,80.54,44.5,199.77,138.5,82.5,58.5,95.5,227.25,65.0,37.5,62.0,47.0
266,2019-06-20,228.58,63.13,108.4,79.03,44.55,186.29,123.9,79.92,56.02,89.96,213.76,64.15,40.25,59.37,45.99
267,2019-06-21,224.96,62.22,107.51,78.09,44.08,189.1,122.47,79.45,54.11,90.92,207.3,61.76,40.25,57.94,43.6
268,2019-06-24,225.65,72.02,108.17,81.79,44.08,177.15,121.03,79.45,56.03,91.4,209.03,63.2,41.21,58.89,45.51
269,2019-06-25,226.49,68.77,110.2,83.74,44.56,189.71,123.42,81.36,57.94,91.87,211.97,65.59,41.69,61.29,48.38
270,2019-06-26,228.16,60.93,112.14,80.94,44.56,194.14,120.55,83.27,57.47,93.79,213.82,65.11,41.22,61.29,48.39
271,2019-06-27,227.33,65.73,113.57,84.32,44.56,189.75,119.6,83.27,56.51,93.31,209.88,65.59,41.22,60.81,47.91
272,2019-06-28,227.04,63.63,113.05,81.3,44.09,184.41,117.2,79.45,54.12,93.79,205.46,64.16,41.22,59.86,46.0
273,2019-07-01,214.61,62.47,107.51,77.81,42.18,184.15,112.9,78.5,52.21,89.96,195.01,61.77,40.27,56.99,44.09
274,2019-07-02,210.25,63.05,104.51,76.51,42.18,160.04,114.34,78.5,51.74,93.31,196.64,62.25,39.79,59.38,45.05
275,2019-07-03,210.08,60.22,105.26,75.28,42.18,169.13,117.68,78.5,51.74,92.35,192.43,61.3,39.32,56.04,42.66
276,2019-07-04,209.93,60.61,104.71,73.53,42.19,159.85,119.11,78.02,52.22,93.79,193.26,61.3,39.32,56.04,42.67
277,2019-07-05,199.35,59.76,103.43,73.19,42.67,157.62,117.2,78.5,53.18,93.31,196.33,62.26,40.76,57.0,43.62
278,2019-07-08,199.65,62.01,104.24,74.04,43.62,163.94,119.11,77.54,53.65,95.22,195.8,62.25,40.75,61.3,45.05
279,2019-07-09,207.07,64.01,104.86,78.12,43.62,174.09,122.46,80.41,55.09,95.7,201.89,65.12,41.23,60.34,45.06
280,2019-07-10,200.05,62.45,108.4,74.51,42.19,169.41,121.02,78.5,53.18,94.27,197.83,64.64,39.8,57.96,43.62
281,2019-07-11,191.0,61.78,105.98,76.25,41.24,158.11,118.63,77.07,52.7,89.01,195.1,63.21,38.37,57.0,43.15
282,2019-07-12,191.29,68.73,104.38,74.58,41.23,166.07,119.59,78.02,52.22,89.97,193.4,61.3,38.84,56.52,42.67
283,2019-07-15,189.5,62.73,103.8,74.73,40.76,166.2,119.59,78.5,51.75,91.88,191.66,62.26,38.85,58.44,44.11
284,2019-07-16,189.08,66.62,102.55,72.83,41.24,163.86,119.59,84.71,51.75,93.31,190.95,63.22,39.33,59.39,44.11
285,2019-07-17,189.65,66.55,103.95,73.88,43.15,164.42,129.62,85.19,53.18,95.7,192.41,62.74,40.29,59.87,44.59
286,2019-07-18,189.56,67.43,97.64,73.4,43.16,160.28,131.53,85.67,53.19,103.82,195.04,61.79,40.29,59.4,45.07
287,2019-07-19,189.24,63.98,100.0,75.98,42.69,174.31,141.08,83.76,52.72,106.69,193.79,63.22,39.82,58.45,46.03
288,2019-07-22,191.4,67.01,99.4,74.48,42.69,164.19,140.12,83.76,52.72,110.51,191.75,61.79,39.34,57.49,44.12
289,2019-07-23,189.3,65.95,96.94,72.08,41.26,158.63,138.21,81.85,50.81,114.81,185.26,58.45,37.44,55.58,42.21
290,2019-07-24,179.3,62.78,94.28,72.22,40.78,158.77,134.87,77.08,48.9,118.15,184.13,57.49,36.96,53.2,40.78
291,2019-07-25,178.94,63.85,93.05,69.94,39.35,148.79,133.43,75.17,48.42,117.19,188.87,56.54,35.05,52.24,40.31
292,2019-07-26,179.25,62.29,92.4,63.02,39.83,149.06,133.91,76.6,51.29,121.49,188.65,54.63,35.53,54.15,41.74
293,2019-07-29,181.84,64.12,92.74,68.16,41.26,151.09,138.21,76.12,51.29,120.54,190.0,59.41,36.97,55.59,43.17
294,2019-07-30,184.21,60.13,94.7,70.15,43.18,151.12,140.59,79.47,52.25,121.97,189.61,60.84,37.93,56.55,44.61
295,2019-07-31,184.16,64.86,94.32,71.2,41.75,140.38,133.91,76.12,51.77,116.71,188.22,59.89,37.45,56.55,44.61
296,2019-08-01,184.84,60.02,95.79,71.41,40.8,145.76,145.36,77.56,52.25,116.23,184.46,60.37,38.41,57.03,43.66
297,2019-08-02,189.71,63.34,99.13,78.46,44.15,158.71,153.47,82.81,57.04,117.19,196.01,64.68,41.29,62.77,48.92
298,2019-08-05,195.48,69.09,106.08,86.99,47.02,166.18,157.28,86.63,59.91,117.18,209.09,68.02,44.16,65.63,51.31
299,2019-08-06,194.66,68.36,108.92,86.67,46.08,170.93,161.09,86.16,60.87,126.25,206.2,68.98,43.21,64.69,51.8
300,2019-08-07,210.3,71.7,111.2,87.26,47.99,166.92,172.06,87.12,63.26,125.29,212.87,71.85,44.65,68.03,53.71
301,2019-08-08,206.62,66.39,104.57,74.9,46.08,154.73,165.86,84.25,58.96,122.43,204.06,68.98,43.22,64.21,47.99
302,2019-08-09,207.03,63.15,109.81,77.16,46.08,158.01,169.67,84.73,61.35,121.0,203.94,70.89,42.74,67.08,50.85
303,2019-08-12,206.94,64.74,112.56,76.89,44.65,164.63,170.15,86.16,63.26,121.47,205.51,71.37,43.7,67.55,51.33
304,2019-08-13,206.29,58.09,105.4,70.67,42.27,155.31,166.8,84.73,60.4,119.08,197.53,68.51,41.8,64.22,48.0
305,2019-08-14,210.86,62.73,109.57,74.06,43.7,159.28,171.57,88.07,65.17,120.04,207.18,72.8,43.22,69.46,52.77
306,2019-08-15,215.69,62.14,110.68,74.02,43.23,156.37,173.0,86.17,65.17,120.04,208.7,72.81,42.28,68.99,53.25
307,2019-08-16,214.69,66.73,109.57,73.33,42.29,150.56,171.56,84.26,63.75,118.6,205.51,70.9,42.76,67.09,51.35
308,2019-08-19,209.64,64.74,104.81,69.97,41.33,142.31,162.49,81.4,60.89,114.31,195.28,67.09,40.86,63.27,48.97
309,2019-08-20,215.34,62.73,103.39,68.65,39.9,141.27,163.45,81.87,60.89,112.88,196.07,67.56,40.85,63.75,48.96
310,2019-08-21,209.63,61.94,99.37,66.88,38.48,135.0,159.15,79.01,59.46,109.54,190.09,67.09,39.91,63.28,48.01
311,2019-08-22,209.09,62.08,98.68,66.9,38.95,135.13,159.15,79.01,59.46,109.54,187.73,65.18,39.43,62.8,47.54
312,2019-08-23,220.13,62.93,99.58,63.8,41.34,136.62,162.97,81.4,60.89,113.36,196.28,66.14,41.34,63.75,48.49
313,2019-08-27,209.93,61.42,100.7,68.48,43.26,140.94,162.47,78.54,58.51,111.44,195.91,64.24,40.39,61.85,47.07
314,2019-08-28,204.78,61.4,98.47,66.41,43.26,139.94,162.94,79.5,58.99,121.46,195.76,66.15,40.4,63.29,47.55
315,2019-08-29,203.81,61.55,97.83,63.01,41.36,134.49,155.31,77.11,55.66,120.98,185.24,63.29,38.97,58.52,45.17
316,2019-08-30,199.2,61.23,98.44,60.76,41.36,134.77,159.13,76.64,55.66,120.98,190.37,61.38,38.97,59.0,44.22
317,2019-09-02,201.22,60.87,93.5,60.79,41.36,134.91,157.21,76.64,54.71,120.98,185.6,62.34,39.46,58.52,43.27
318,2019-09-03,204.58,62.88,91.37,63.69,41.36,138.11,158.17,77.59,55.19,119.55,189.02,61.86,39.93,58.52,43.75
319,2019-09-04,204.58,66.25,89.31,60.02,40.41,133.95,149.1,73.78,53.28,116.21,185.14,59.96,39.46,56.14,42.32
320,2019-09-05,201.23,63.15,84.93,57.08,39.94,129.67,147.19,72.83,50.43,113.35,177.34,57.58,37.56,53.29,38.99
321,2019-09-06,199.22,54.49,87.31,57.25,39.93,125.73,146.72,71.87,49.95,113.83,179.31,57.1,38.03,52.81,39.46
322,2019-09-09,198.72,54.1,86.93,59.86,39.94,125.31,142.9,71.88,50.43,115.25,180.32,56.62,37.08,52.33,39.94
323,2019-09-10,198.65,54.01,86.84,59.76,39.94,125.2,141.48,71.87,50.42,113.83,198.89,55.67,37.55,52.81,39.46
324,2019-09-11,199.1,57.33,87.18,60.12,40.41,125.56,139.1,70.92,48.99,113.35,194.05,55.66,37.55,53.28,39.45
325,2019-09-12,196.57,56.92,82.41,61.61,38.5,120.35,139.1,67.58,47.56,110.49,183.41,53.76,36.6,50.9,37.55
326,2019-09-13,196.25,56.64,83.03,57.5,38.5,118.79,139.1,67.58,47.08,104.77,183.01,54.23,37.07,50.9,38.02
327,2019-09-16,204.5,57.83,85.51,58.59,39.45,120.02,127.18,67.58,48.51,108.11,185.78,56.14,37.54,51.85,39.93
328,2019-09-17,214.05,57.44,84.7,63.35,42.79,119.5,130.04,70.44,53.28,107.63,189.09,58.05,39.93,54.71,42.79
329,2019-09-18,214.1,57.5,84.58,60.52,43.27,117.4,132.42,71.87,53.76,106.67,189.1,59.96,40.89,56.14,43.75
330,2019-09-19,208.85,57.35,84.43,64.08,42.8,115.31,131.94,70.92,53.29,107.63,187.88,59.48,39.94,56.62,42.8
331,2019-09-20,238.25,56.85,91.12,74.78,45.5,130.69,154.0,79.5,58.5,123.5,222.76,63.5,42.0,61.5,45.5
332,2019-09-23,243.57,58.11,91.47,73.12,48.0,131.63,156.0,81.5,59.0,128.5,233.86,65.5,44.5,63.0,46.5
333,2019-09-24,249.53,58.51,92.7,73.44,48.5,131.94,160.0,83.0,60.5,135.5,240.21,66.0,45.5,63.5,48.0
334,2019-09-25,256.91,60.95,96.19,74.72,48.5,125.67,163.5,82.5,62.5,135.5,243.38,68.0,44.5,66.5,49.0
335,2019-09-26,254.61,60.66,95.83,74.08,48.0,127.44,164.5,82.0,61.5,142.0,240.73,68.0,46.5,66.5,48.5
336,2019-09-27,259.05,60.55,96.0,72.93,48.0,136.63,166.0,80.5,62.0,145.5,239.51,68.0,46.0,66.5,49.5
337,2019-09-30,253.24,61.15,96.62,74.13,48.5,130.06,167.5,84.0,62.5,151.5,238.87,69.0,45.5,67.0,49.0
338,2019-10-01,249.16,59.97,95.34,73.91,47.5,127.15,167.5,80.5,63.0,146.0,237.9,69.0,45.0,67.5,50.0
339,2019-10-02,265.04,58.31,97.42,73.64,49.0,130.64,177.5,83.5,66.0,154.5,252.06,71.5,47.5,70.0,52.5
340,2019-10-03,270.75,65.1,105.39,73.78,49.5,131.0,185.0,84.0,66.5,154.5,260.6,75.0,47.5,72.5,53.0
341,2019-10-04,269.89,64.29,106.08,74.96,46.0,130.12,187.0,84.5,63.5,154.5,251.64,73.0,44.5,70.5,51.0
342,2019-10-07,258.9,65.44,107.07,74.56,46.0,125.07,185.0,84.5,62.5,153.5,250.96,73.0,44.5,69.5,50.5
343,2019-10-08,270.1,67.1,113.17,77.38,46.5,129.17,193.5,87.0,64.5,167.0,256.16,77.5,45.5,73.5,51.5
344,2019-10-09,261.11,65.48,108.03,75.62,45.5,123.05,195.0,85.0,63.5,163.0,247.75,76.5,45.0,72.5,50.5
345,2019-10-10,258.34,65.05,107.72,73.27,44.5,119.4,188.0,83.5,60.5,165.0,244.61,72.0,44.0,69.5,50.5
346,2019-10-11,257.3,62.7,102.64,73.31,42.5,117.42,178.0,78.5,56.5,159.5,230.95,66.5,41.5,65.5,49.5
347,2019-10-14,258.52,63.79,102.76,72.91,40.5,118.04,180.0,77.5,57.5,157.5,230.54,65.5,40.0,64.5,43.5
348,2019-10-15,246.49,62.41,102.63,72.51,40.0,114.19,175.5,76.5,56.5,158.0,225.34,63.0,39.5,60.5,43.5
349,2019-10-16,240.67,59.01,102.08,72.94,41.5,114.7,172.5,77.5,54.0,136.5,222.66,63.5,39.5,60.5,44.5
350,2019-10-17,237.3,52.75,90.27,74.42,40.0,113.01,173.5,76.5,55.5,131.5,223.45,62.5,39.5,59.5,41.5
351,2019-10-18,222.04,55.44,83.91,76.11,39.5,111.85,175.0,75.5,55.5,129.5,222.65,63.5,38.5,59.0,42.5
352,2019-10-21,220.73,52.1,87.11,74.53,40.0,111.3,172.5,71.5,52.0,132.5,229.39,60.5,39.0,57.0,42.5
353,2019-10-22,215.61,51.68,88.85,76.94,40.0,109.67,175.0,71.0,53.0,124.5,229.26,60.0,39.5,56.5,42.0
354,2019-10-23,215.63,52.21,87.5,72.92,39.5,114.53,175.0,72.5,53.0,124.0,230.98,61.0,39.0,58.0,43.0
355,2019-10-24,207.55,49.87,89.57,73.12,40.5,114.75,176.0,73.5,53.0,122.5,231.04,61.5,39.5,58.0,42.5
356,2019-10-25,204.47,50.65,89.85,76.41,39.5,113.49,189.0,73.5,52.5,124.0,230.9,60.5,39.5,58.0,42.0
357,2019-10-28,193.98,49.68,89.38,72.34,38.5,111.28,190.0,74.5,50.0,121.5,206.05,58.5,38.5,55.0,40.0
358,2019-10-29,194.34,47.5,89.13,74.18,39.0,98.32,193.0,72.5,51.5,121.5,209.98,59.0,38.5,56.5,40.5
359,2019-10-30,194.58,50.76,87.94,72.88,37.5,98.93,193.5,73.5,51.5,122.0,210.78,60.0,39.0,56.0,40.0
360,2019-10-31,194.96,49.72,89.78,75.37,39.5,95.08,193.5,71.5,52.5,127.5,216.64,61.0,40.0,57.5,41.5
361,2019-11-01,200.69,47.5,87.55,69.9,38.5,92.85,187.5,70.0,50.5,127.0,210.5,60.5,39.0,55.5,39.5
362,2019-11-04,190.21,48.72,87.27,69.85,37.5,89.31,175.5,67.0,49.5,123.0,205.6,60.0,38.0,55.5,39.5
363,2019-11-05,193.02,44.3,83.87,66.7,38.5,84.71,174.0,67.0,49.5,121.0,203.24,58.5,36.5,54.5,37.5
364,2019-11-06,191.26,44.98,84.55,70.63,38.5,88.3,175.0,66.0,49.0,120.5,202.89,58.0,37.0,54.5,37.5
365,2019-11-07,187.22,43.74,83.28,68.32,38.0,89.06,169.5,65.5,48.5,110.5,196.68,57.5,37.0,54.0,38.5
366,2019-11-08,186.25,50.3,83.51,65.17,38.0,85.43,166.5,64.5,49.0,110.5,198.33,58.5,36.5,54.5,39.5
367,2019-11-11,191.28,44.87,83.05,66.82,38.0,86.46,164.0,65.5,48.5,109.5,198.36,57.5,37.5,54.5,38.5
368,2019-11-12,178.37,47.04,82.64,64.88,37.5,85.52,168.0,62.5,48.5,110.0,196.97,58.5,36.0,54.0,39.5
369,2019-11-13,183.49,45.64,82.01,64.97,37.5,87.87,168.0,68.5,50.0,111.5,200.8,59.0,37.5,55.0,40.5
370,2019-11-14,183.93,44.88,82.62,66.12,38.5,88.46,167.5,69.0,50.0,112.5,201.45,59.0,38.5,55.5,42.0
371,2019-11-15,183.16,44.18,84.16,61.11,38.0,90.31,165.0,69.5,50.0,111.5,198.57,59.0,39.5,55.0,41.5
372,2019-11-18,178.59,46.59,80.86,61.78,37.5,91.09,166.5,68.5,50.0,108.5,200.02,59.0,37.5,55.0,42.0
373,2019-11-19,181.16,49.36,81.13,59.11,38.0,86.17,170.5,68.0,49.75,108.5,204.65,58.75,38.5,55.0,41.5
374,2019-11-20,188.62,48.65,81.76,61.68,38.0,89.66,176.0,72.0,52.0,107.5,209.56,60.5,38.5,56.5,44.0
375,2019-11-21,185.37,49.19,82.02,56.58,38.0,85.75,178.0,73.5,52.5,108.0,213.37,60.5,40.5,56.5,44.0
376,2019-11-22,190.18,49.97,82.3,59.91,39.5,91.24,175.5,71.0,51.5,108.5,213.19,60.0,39.5,56.0,45.5
377,2019-11-25,190.16,49.55,81.37,58.93,38.5,90.24,175.5,69.0,50.5,102.5,208.34,59.0,38.5,55.0,43.5
378,2019-11-26,172.49,48.62,81.49,53.07,38.5,84.07,173.5,68.5,48.5,98.5,204.16,57.5,38.0,53.0,43.5
379,2019-11-27,172.03,46.05,80.12,59.31,38.5,86.96,174.0,67.0,47.5,110.0,201.45,56.5,37.5,51.5,42.5
380,2019-11-28,177.24,46.23,80.29,59.49,38.5,87.22,174.0,68.0,47.5,112.0,201.13,56.5,37.5,51.5,43.5
381,2019-11-29,167.16,46.23,81.2,52.73,38.5,82.56,173.0,69.0,48.0,112.0,202.13,56.5,38.5,52.5,41.0
382,2019-12-02,166.78,47.62,80.12,52.8,39.0,82.57,200.0,69.5,48.0,110.0,200.57,56.5,38.5,52.5,40.5
383,2019-12-03,172.81,50.11,82.11,58.76,39.5,90.55,204.0,71.0,48.5,108.0,208.14,58.0,38.5,53.5,41.5
384,2019-12-04,166.06,45.73,77.88,58.43,39.5,86.2,203.5,69.0,47.5,108.0,203.4,57.5,38.0,53.5,41.5
385,2019-12-05,171.33,46.02,77.15,55.64,39.5,82.25,201.5,68.0,45.75,102.0,199.87,55.25,39.0,51.0,40.0
386,2019-12-06,171.21,48.85,76.12,59.55,37.5,81.15,191.5,66.0,45.0,97.0,193.22,54.5,37.0,51.0,38.5
387,2019-12-09,166.12,47.25,76.4,59.96,38.5,83.14,192.0,65.5,45.0,97.0,195.0,54.5,36.5,51.0,39.5
388,2019-12-10,171.1,47.94,77.12,58.71,38.0,84.94,184.0,65.5,45.0,96.5,191.11,54.5,36.5,51.0,39.0
389,2019-12-11,166.38,48.23,76.5,58.28,38.0,82.09,177.5,65.0,42.5,97.5,185.89,52.5,36.0,49.0,35.5
390,2019-12-12,170.7,46.6,76.11,58.12,37.0,83.56,166.0,64.0,43.0,97.0,178.84,52.0,35.5,48.0,36.0
391,2019-12-13,168.45,44.37,78.26,57.34,37.0,81.96,160.0,63.0,41.5,95.0,172.78,50.5,36.5,47.5,34.5
392,2019-12-16,167.87,43.69,75.24,55.16,36.5,76.66,158.0,61.5,41.5,94.5,168.07,50.5,35.0,47.5,34.5
393,2019-12-17,167.37,44.17,74.01,54.12,36.5,78.03,153.5,61.0,41.5,94.5,168.79,50.5,34.5,47.5,36.0
394,2019-12-18,168.05,44.37,74.2,52.82,36.5,76.87,150.0,60.5,43.0,94.5,163.9,52.0,35.0,49.0,36.5
395,2019-12-19,163.45,45.26,74.11,52.27,36.5,77.27,146.0,60.5,42.5,98.0,164.27,51.5,35.5,48.5,36.5
396,2019-12-20,165.2,45.99,74.58,53.15,38.28,75.19,143.06,61.25,45.94,101.91,158.44,54.55,38.28,51.2,39.24
397,2019-12-23,160.32,46.43,74.54,52.14,38.76,76.1,133.01,61.25,45.94,102.87,157.37,54.55,38.29,50.72,39.24
398,2019-12-24,164.32,46.58,74.23,52.78,39.24,77.17,131.1,60.29,44.98,100.96,158.99,54.07,37.33,50.25,39.24
399,2019-12-27,161.45,47.62,75.12,53.09,39.25,77.66,128.7,59.82,44.99,101.91,156.27,54.56,37.34,50.73,39.25
400,2019-12-30,156.16,49.13,73.65,49.13,39.26,75.86,125.83,60.3,45.0,102.39,156.4,53.6,37.34,50.26,39.26
401,2019-12-31,160.98,49.15,74.4,51.34,39.26,76.84,128.7,60.3,44.52,102.39,157.14,53.13,37.82,49.78,38.78
402,2020-01-02,160.87,48.58,74.68,50.6,39.74,74.69,125.35,60.3,44.04,102.87,156.38,52.17,37.34,49.3,38.3
403,2020-01-03,161.32,47.94,76.4,49.87,40.7,74.24,125.83,59.83,45.48,104.78,159.54,54.57,37.83,51.7,40.7
404,2020-01-06,163.84,48.39,75.91,48.34,41.19,73.99,123.91,61.27,47.4,107.17,165.09,54.1,37.84,53.62,41.19
405,2020-01-07,163.78,49.27,76.3,50.66,41.19,77.3,105.26,60.79,46.45,106.22,165.16,55.05,38.32,53.14,41.67
406,2020-01-08,166.94,48.02,74.66,46.95,40.71,74.11,106.69,60.31,45.97,103.83,169.22,55.05,37.36,52.19,40.71
407,2020-01-09,162.71,46.19,73.2,45.98,39.75,71.65,106.22,57.44,45.49,100.48,168.94,53.62,37.36,51.23,40.23
408,2020-01-10,162.7,46.48,73.48,49.09,39.76,74.44,106.69,56.49,44.54,99.52,169.31,52.66,36.41,49.32,39.28
409,2020-01-13,162.65,46.22,73.22,42.99,39.28,68.9,106.22,56.49,43.59,97.61,169.65,52.19,35.94,49.32,38.81
410,2020-01-14,167.73,46.02,73.04,46.52,39.28,76.25,108.13,65.1,45.02,96.18,174.01,52.19,35.94,49.32,39.76
411,2020-01-15,172.57,46.35,73.79,49.78,39.29,76.59,106.22,63.19,44.07,93.78,173.31,50.76,35.94,48.85,41.2
412,2020-01-16,172.23,46.08,72.63,42.73,39.29,74.4,106.69,63.67,43.11,89.96,171.03,48.85,35.94,47.42,39.29
